FIT Profiler Report
Profile stats for: [LightningModule]LitUnrolled.configure_callbacks
         418 function calls (403 primitive calls) in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        1    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        1    0.000    0.000    0.000    0.000 trainer.py:1173(lightning_module)
        1    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)
        1    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
        1    0.000    0.000    0.000    0.000 callback.py:70(on_sanity_check_start)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [LightningModule]LitUnrolled.val_dataloader
         1157 function calls (1154 primitive calls) in 0.002 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 train_DiT.py:252(val_dataloader)
        1    0.000    0.000    0.002    0.002 dataset.py:24(__init__)
       14    0.000    0.000    0.001    0.000 files.py:375(__init__)
        7    0.000    0.000    0.001    0.000 group.py:348(__getitem__)
        7    0.000    0.000    0.001    0.000 files.py:211(make_fid)
        1    0.000    0.000    0.000    0.000 preprocess.py:39(__init__)
      2/1    0.000    0.000    0.000    0.000 data.py:287(wrapper)
        1    0.000    0.000    0.000    0.000 preprocess.py:19(__init__)
        7    0.000    0.000    0.000    0.000 files.py:115(make_fapl)
        2    0.000    0.000    0.000    0.000 contextlib.py:72(inner)
        7    0.000    0.000    0.000    0.000 dataset.py:636(__init__)
        2    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x72c13668ed30}
        1    0.000    0.000    0.000    0.000 dataloader.py:227(__init__)
        1    0.000    0.000    0.000    0.000 subsample.py:70(__init__)
        2    0.000    0.000    0.000    0.000 inspect.py:3103(signature)
        1    0.000    0.000    0.000    0.000 subsample.py:18(__init__)
        2    0.000    0.000    0.000    0.000 inspect.py:2851(from_callable)
        2    0.000    0.000    0.000    0.000 inspect.py:2218(_signature_from_callable)
        2    0.000    0.000    0.000    0.000 inspect.py:2124(_signature_from_function)
        7    0.000    0.000    0.000    0.000 base.py:282(file)
        1    0.000    0.000    0.000    0.000 glob.py:10(glob)
        8    0.000    0.000    0.000    0.000 glob.py:41(_iglob)
        7    0.000    0.000    0.000    0.000 dataset.py:462(shape)
    23/22    0.000    0.000    0.000    0.000 data.py:334(wrapper)
        1    0.000    0.000    0.000    0.000 glob.py:81(_glob1)
       21    0.000    0.000    0.000    0.000 inspect.py:2489(__init__)
        8    0.000    0.000    0.000    0.000 glob.py:116(_iterdir)
       14    0.000    0.000    0.000    0.000 group.py:34(__init__)
       21    0.000    0.000    0.000    0.000 data.py:295(<genexpr>)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:389(parent)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
        8    0.000    0.000    0.000    0.000 posixpath.py:71(join)
      159    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:430(__enter__)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(concatenate)
        7    0.000    0.000    0.000    0.000 filters.py:294(get_filters)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:33(seterr)
    20/19    0.000    0.000    0.000    0.000 dataloader.py:418(__setattr__)
        2    0.000    0.000    0.000    0.000 inspect.py:2772(__init__)
        7    0.000    0.000    0.000    0.000 files.py:312(mode)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        7    0.000    0.000    0.000    0.000 compat.py:11(filename_encode)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 fnmatch.py:48(filter)
        7    0.000    0.000    0.000    0.000 base.py:177(_e)
       21    0.000    0.000    0.000    0.000 enum.py:313(__call__)
        2    0.000    0.000    0.000    0.000 random.py:721(getrandbits)
        7    0.000    0.000    0.000    0.000 {method 'set_alignment' of 'h5py.h5p.PropFAID' objects}
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:435(__exit__)
        5    0.000    0.000    0.000    0.000 abc.py:96(__instancecheck__)
        7    0.000    0.000    0.000    0.000 os.py:800(fsencode)
       23    0.000    0.000    0.000    0.000 inspect.py:2821(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
        4    0.000    0.000    0.000    0.000 typing.py:868(__new__)
        1    0.000    0.000    0.000    0.000 dataloader.py:487(check_worker_number_rationality)
       27    0.000    0.000    0.000    0.000 config.py:137(__getattr__)
        2    0.000    0.000    0.000    0.000 inspect.py:493(unwrap)
       47    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
        1    0.000    0.000    0.000    0.000 sampler.py:262(__init__)
       35    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
       61    0.000    0.000    0.000    0.000 inspect.py:2539(name)
       21    0.000    0.000    0.000    0.000 base.py:340(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        3    0.000    0.000    0.000    0.000 glob.py:147(has_magic)
        2    0.000    0.000    0.000    0.000 data.py:303(<dictcomp>)
        1    0.000    0.000    0.000    0.000 posixpath.py:100(split)
       35    0.000    0.000    0.000    0.000 base.py:307(id)
       50    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._log_api_usage_once}
       14    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.sched_getaffinity}
       27    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
        7    0.000    0.000    0.000    0.000 dataset.py:37(<listcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        9    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
       21    0.000    0.000    0.000    0.000 enum.py:631(__new__)
        8    0.000    0.000    0.000    0.000 glob.py:84(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method torch.set_vital}
       21    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 dataloader.py:394(multiprocessing_context)
        3    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       28    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        7    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
        1    0.000    0.000    0.000    0.000 profiler.py:55(profile)
       24    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        8    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        1    0.000    0.000    0.000    0.000 glob.py:23(iglob)
        1    0.000    0.000    0.000    0.000 sampler.py:108(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        8    0.000    0.000    0.000    0.000 glob.py:154(_ishidden)
       19    0.000    0.000    0.000    0.000 inspect.py:2543(default)
       19    0.000    0.000    0.000    0.000 inspect.py:2551(kind)
        7    0.000    0.000    0.000    0.000 files.py:182(make_fcpl)
        2    0.000    0.000    0.000    0.000 inspect.py:513(_is_wrapper)
        8    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {built-in method h5py.h5.get_config}
        1    0.000    0.000    0.000    0.000 dataloader.py:442(_auto_collation)
        7    0.000    0.000    0.000    0.000 base.py:165(_lapl)
        4    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x5efc6aa1b620}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.len}
        2    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 multiarray.py:152(concatenate)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        2    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        2    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        2    0.000    0.000    0.000    0.000 contextlib.py:59(_recreate_cm)
        2    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 inspect.py:2857(parameters)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.audit}



Profile stats for: [LightningModule]LitUnrolled.on_validation_model_eval
         54675 function calls (48249 primitive calls) in 0.128 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.128    0.043 hooks.py:162(on_validation_model_eval)
        3    0.000    0.000    0.128    0.043 engine.py:1801(eval)
   3213/3    0.018    0.000    0.127    0.042 module.py:2437(train)
     3216    0.056    0.000    0.076    0.000 module.py:1731(__setattr__)
     6423    0.015    0.000    0.034    0.000 module.py:2339(children)
     6423    0.017    0.000    0.019    0.000 module.py:2348(named_children)
12861/9645    0.006    0.000    0.010    0.000 {built-in method builtins.isinstance}
     9651    0.010    0.000    0.010    0.000 {method 'get' of 'dict' objects}
     3216    0.004    0.000    0.006    0.000 parameter.py:8(__instancecheck__)
     3213    0.001    0.000    0.001    0.000 {method 'items' of 'collections.OrderedDict' objects}
     3210    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
     3216    0.001    0.000    0.001    0.000 {function _ParameterMeta.__instancecheck__ at 0x72c1268ab550}
        3    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        3    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        3    0.000    0.000    0.000    0.000 module.py:213(trainer)
        3    0.000    0.000    0.000    0.000 trainer.py:1198(model)
        3    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        3    0.000    0.000    0.000    0.000 strategy.py:351(model)
        3    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        3    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)



Profile stats for: [Callback]TQDMProgressBar.on_validation_start
         1987 function calls in 0.017 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.017    0.006 tqdm_progress.py:292(on_validation_start)
        2    0.001    0.000    0.016    0.008 tqdm_progress.py:224(init_validation_tqdm)
        2    0.000    0.000    0.015    0.007 tqdm_progress.py:40(__init__)
        2    0.001    0.000    0.014    0.007 std.py:952(__init__)
        2    0.000    0.000    0.013    0.006 std.py:1325(refresh)
        2    0.000    0.000    0.013    0.006 std.py:1464(display)
       12    0.000    0.000    0.007    0.001 utils.py:194(inner)
        6    0.007    0.001    0.007    0.001 {method 'write' of '_io.TextIOWrapper' objects}
        4    0.000    0.000    0.006    0.001 std.py:1441(moveto)
        2    0.004    0.002    0.006    0.003 std.py:1150(__str__)
        2    0.000    0.000    0.001    0.001 std.py:457(print_status)
        2    0.000    0.000    0.001    0.001 std.py:464(format_meter)
        2    0.000    0.000    0.001    0.000 std.py:451(fp_write)
        2    0.000    0.000    0.001    0.000 std.py:663(__new__)
        4    0.000    0.000    0.001    0.000 utils.py:333(_screen_shape_linux)
        6    0.000    0.000    0.001    0.000 utils.py:378(disp_len)
        6    0.000    0.000    0.000    0.000 utils.py:374(_text_width)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
      816    0.000    0.000    0.000    0.000 utils.py:375(<genexpr>)
        2    0.000    0.000    0.000    0.000 std.py:1446(format_dict)
        4    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
        2    0.000    0.000    0.000    0.000 utils.py:213(__init__)
        4    0.000    0.000    0.000    0.000 std.py:110(__enter__)
        2    0.000    0.000    0.000    0.000 tqdm_progress.py:138(val_progress_bar)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        2    0.000    0.000    0.000    0.000 utils.py:386(disp_trim)
       10    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        6    0.000    0.000    0.000    0.000 std.py:102(acquire)
        2    0.000    0.000    0.000    0.000 functools.py:404(__get__)
      810    0.000    0.000    0.000    0.000 {built-in method unicodedata.east_asian_width}
        2    0.000    0.000    0.000    0.000 std.py:438(status_printer)
        2    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        3    0.000    0.000    0.000    0.000 trainer.py:1424(sanity_checking)
        2    0.000    0.000    0.000    0.000 std.py:400(format_interval)
        2    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
       26    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
        6    0.000    0.000    0.000    0.000 std.py:106(release)
        3    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
        4    0.000    0.000    0.000    0.000 utils.py:187(disable_on_exception)
        4    0.000    0.000    0.000    0.000 utils.py:266(_supports_unicode)
        2    0.000    0.000    0.000    0.000 std.py:1157(__hash__)
        6    0.000    0.000    0.000    0.000 utils.py:152(wrapper_setattr)
        3    0.000    0.000    0.000    0.000 enums.py:81(__eq__)
        2    0.000    0.000    0.000    0.000 utils.py:156(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        4    0.000    0.000    0.000    0.000 std.py:113(__exit__)
        3    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        2    0.000    0.000    0.000    0.000 _monitor.py:94(report)
        2    0.000    0.000    0.000    0.000 tqdm_progress.py:174(is_disabled)
        8    0.000    0.000    0.000    0.000 utils.py:222(__eq__)
        6    0.000    0.000    0.000    0.000 std.py:226(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:252(_is_utf)
        3    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        2    0.000    0.000    0.000    0.000 std.py:153(__init__)
        6    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 std.py:186(__format__)
        2    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 utils.py:273(_is_ascii)
        2    0.000    0.000    0.000    0.000 std.py:1147(__del__)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
        2    0.000    0.000    0.000    0.000 std.py:760(get_lock)
        6    0.000    0.000    0.000    0.000 types.py:171(__get__)
        4    0.000    0.000    0.000    0.000 utils.py:370(_term_move_up)
        6    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
        6    0.000    0.000    0.000    0.000 utils.py:139(__getattr__)
        3    0.000    0.000    0.000    0.000 trainer.py:1173(lightning_module)
        2    0.000    0.000    0.000    0.000 tqdm_progress.py:170(is_enabled)
        2    0.000    0.000    0.000    0.000 std.py:231(__call__)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        2    0.000    0.000    0.000    0.000 utils.py:108(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        6    0.000    0.000    0.000    0.000 enum.py:753(value)
        2    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 progress_bar.py:54(trainer)
        6    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        2    0.000    0.000    0.000    0.000 utils.py:112(__format__)
        2    0.000    0.000    0.000    0.000 threading.py:513(is_set)
        3    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
        2    0.000    0.000    0.000    0.000 tqdm_progress.py:166(process_position)
        6    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
        6    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x5efc6aa1b620}
        2    0.000    0.000    0.000    0.000 std.py:167(colour)
        2    0.000    0.000    0.000    0.000 std.py:1265(close)
        2    0.000    0.000    0.000    0.000 utils.py:282(_screen_shape_wrapper)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
        2    0.000    0.000    0.000    0.000 tqdm_progress.py:162(refresh_rate)
        3    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.len}
        2    0.000    0.000    0.000    0.000 progress_bar.py:68(validation_description)
        2    0.000    0.000    0.000    0.000 std.py:163(colour)
        3    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)



Profile stats for: [Callback]ModelSummary.on_validation_start
         30 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        3    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        3    0.000    0.000    0.000    0.000 trainer.py:1173(lightning_module)
        3    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)
        3    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        3    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
        3    0.000    0.000    0.000    0.000 callback.py:211(on_validation_start)
        3    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]ModelCheckpoint{'monitor': 'Validate MSE', 'mode': 'min', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_validation_start
         30 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        3    0.000    0.000    0.000    0.000 trainer.py:1173(lightning_module)
        3    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        3    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        3    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)
        3    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
        3    0.000    0.000    0.000    0.000 callback.py:211(on_validation_start)
        3    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [LightningModule]LitUnrolled.on_validation_start
         24 function calls in 0.002 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.002    0.001 train_DiT.py:300(on_validation_start)
        3    0.002    0.001    0.002    0.001 {built-in method builtins.print}
        3    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        3    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        3    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        3    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Strategy]DeepSpeedStrategy.on_validation_start
         21 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        3    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        3    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        3    0.000    0.000    0.000    0.000 strategy.py:549(on_validation_start)
        3    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        3    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}



Profile stats for: [Callback]TQDMProgressBar.on_validation_epoch_start
         30 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        3    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        3    0.000    0.000    0.000    0.000 trainer.py:1173(lightning_module)
        3    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        3    0.000    0.000    0.000    0.000 callback.py:124(on_validation_epoch_start)
        3    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)
        3    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
        3    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]ModelSummary.on_validation_epoch_start
         30 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        3    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        3    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        3    0.000    0.000    0.000    0.000 trainer.py:1173(lightning_module)
        3    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)
        3    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        3    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
        3    0.000    0.000    0.000    0.000 callback.py:124(on_validation_epoch_start)



Profile stats for: [Callback]ModelCheckpoint{'monitor': 'Validate MSE', 'mode': 'min', 'every_n_train_steps': 0, 'every_n_epochs': 1, 'train_time_interval': None}.on_validation_epoch_start
         30 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        3    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        3    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        3    0.000    0.000    0.000    0.000 trainer.py:1173(lightning_module)
        3    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)
        3    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 callback.py:124(on_validation_epoch_start)
        3    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
        3    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [LightningModule]LitUnrolled.on_validation_epoch_start
         21 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        3    0.000    0.000    0.000    0.000 profiler.py:55(profile)
        3    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        3    0.000    0.000    0.000    0.000 hooks.py:241(on_validation_epoch_start)
        3    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [_EvaluationLoop].val_next
         7340 function calls (6774 primitive calls) in 3.780 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   292/68    0.001    0.000    3.780    0.056 {built-in method builtins.next}
       68    0.000    0.000    3.779    0.056 combined_loader.py:339(__next__)
       68    0.000    0.000    3.779    0.056 combined_loader.py:128(__next__)
       68    0.001    0.000    3.778    0.056 dataloader.py:625(__next__)
       68    0.001    0.000    3.758    0.055 dataloader.py:1297(_next_data)
       72    0.001    0.000    3.756    0.052 dataloader.py:1264(_get_data)
       72    0.000    0.000    3.755    0.052 dataloader.py:1118(_try_get_data)
       72    0.001    0.000    3.754    0.052 queue.py:153(get)
       25    0.001    0.000    3.752    0.150 threading.py:270(wait)
      264    3.751    0.014    3.751    0.014 {method 'acquire' of '_thread.lock' objects}
       68    0.001    0.000    0.011    0.000 profiler.py:693(__exit__)
       68    0.000    0.000    0.009    0.000 _ops.py:887(__call__)
       68    0.005    0.000    0.005    0.000 {built-in method torch._ops.profiler.}
       68    0.001    0.000    0.005    0.000 profiler.py:687(__enter__)
       68    0.000    0.000    0.004    0.000 _ops.py:1047(__call__)
       68    0.003    0.000    0.003    0.000 {built-in method torch._ops.profiler._record_function_enter_new}
       68    0.000    0.000    0.003    0.000 _ops.py:943(_must_dispatch_in_python)
       68    0.001    0.000    0.003    0.000 profiler.py:676(__init__)
       68    0.000    0.000    0.003    0.000 _pytree.py:1181(tree_any)
       69    0.000    0.000    0.003    0.000 {built-in method builtins.any}
    69/68    0.001    0.000    0.002    0.000 typing.py:255(inner)
  476/136    0.001    0.000    0.002    0.000 _pytree.py:874(tree_iter)
      2/1    0.000    0.000    0.002    0.002 typing.py:347(__getitem__)
        1    0.000    0.000    0.001    0.001 _ops.py:997(__getattr__)
       68    0.000    0.000    0.001    0.000 dataloader.py:1366(_process_data)
       68    0.000    0.000    0.001    0.000 dataloader.py:1346(_try_put_index)
        1    0.001    0.001    0.001    0.001 {built-in method torch._C._get_operation_overload}
      272    0.000    0.000    0.001    0.000 _pytree.py:656(_is_leaf)
      476    0.000    0.000    0.001    0.000 _pytree.py:649(_get_node_type)
        1    0.000    0.000    0.001    0.001 typing.py:659(__init__)
       92    0.000    0.000    0.001    0.000 threading.py:341(notify)
       72    0.000    0.000    0.001    0.000 threading.py:1071(is_alive)
        3    0.000    0.000    0.001    0.000 typing.py:120(_type_check)
      476    0.000    0.000    0.001    0.000 _pytree.py:638(_is_namedtuple_instance)
       20    0.000    0.000    0.000    0.000 queues.py:80(put)
       68    0.000    0.000    0.000    0.000 _ops.py:945(<lambda>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2989(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 typing.py:496(__init__)
       68    0.000    0.000    0.000    0.000 evaluation_loop.py:346(_on_after_fetch)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
       72    0.000    0.000    0.000    0.000 threading.py:1017(_wait_for_tstate_lock)
      117    0.000    0.000    0.000    0.000 threading.py:261(_is_owned)
       72    0.000    0.000    0.000    0.000 queue.py:216(_get)
       97    0.000    0.000    0.000    0.000 queue.py:208(_qsize)
        1    0.000    0.000    0.000    0.000 _ops.py:601(__init__)
       92    0.000    0.000    0.000    0.000 threading.py:246(__enter__)
       68    0.000    0.000    0.000    0.000 dataloader.py:619(_next_index)
